product_id,brand_id,category_id,product_name,price,average_rating,highlight,description,ingredients,usage_instructions,product_url,product_image,brand,category,created_at,updated_at,deleted_at
1,,,Prisme Libre Highlighter (Holiday Limited Edition),RM231.00,,"[""NEW""]",,,,https://www.sephora.my/products/givenchy-prisme-libre-highlighter-holiday-limited-edition/v/n17,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3274872500785-GIVENCHY-Prisme-Libre-Highlighter-Li_e40f07763a99d52bacbad4cdf5f6d89c08ae1718_1761118060.png,GIVENCHY,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
2,,,Prisme Libre Loose Powder (Holiday Limited Edition),RM295.00,,"[""NEW""]",,,,https://www.sephora.my/products/givenchy-prisme-libre-loose-powder-holiday-limited-edition/v/n15,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3274872500778-GIVENCHY-Prisme-Libre-Loose-Powder-L_a63a6099deefa6ac48c4b2d0549eaa27b16918ed_1761118055.png,GIVENCHY,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
3,,,LE9 Eye Palette (Holiday Limited Edition),RM303.00,,"[""NEW""]",,,,https://www.sephora.my/products/givenchy-le9-eye-palette-holiday-limited-edition/v/le9,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3274872499614-GIVENCHY-Le-9-De-Givenchy-Limited-Ed_6c867b4baaaba22a406b3de4d499287012136cce_1761118045.png,GIVENCHY,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
4,,,Lip Velvet,RM144.00RM115.2020% OFF,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/anastasia-beverly-hills-lip-velvet/v/blackberry,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304195737-Anastasia-Beverly-Hills-Lip-Velvet-Bl_c4259eb4d18c678fea17c65a9aaf4a8efe7accd7_1728285949.png,Anastasia Beverly Hills,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
5,,,Original New Cream Lip Stain,RM67.00RM39.0040% OFF,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-original-new-cream-lip-stain/v/13-marvelous-mauve,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872212515-Sephora-collection-New-Cream-Lip-Sta_e99e7fac85f0672e9d6e8b7e82535d4fd5f83395_1724414294.png,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
6,,,On 'Til Dawn Mattifying Waterproof Setting Spray Set (Holiday Limited Edition),RM180.00,,"[""NEW | Only at Sephora""]",,,,https://www.sephora.my/products/one-size-on-til-dawn-mattifying-waterproof-setting-spray-set-holiday-limited-edition/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_810041817303-OneSize-On-Til-Dawn-Mattifying-Waterp_a44c1dfc32fc2bff0a7758bfdf5c69663a1eea65_1759404582.png,ONE/SIZE,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
7,,,Bundle of Joy Holiday Must-Have Value Set - MY (Holiday Limited Edition),RM160.00,,[],,,,https://www.sephora.my/products/sephora-favorites-bundle-of-joy-holiday-must-have-value-set-my-holiday-limited-edition/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3020258019316-Sephora-Collection-Bundle-of-Joy-Hol_3d4f74a03e3899130d8f1c35468559b078bce286_1760089355.png,Sephora Favorites,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
8,,,Soft Matte Complete Concealer,RM145.00,,[],,,,https://www.sephora.my/products/nars-soft-matte-complete-concealer/v/biscuit,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_607845012832-NARS-Soft-Matte-Complete-Concealer-Bi_ce294ed6881ffebff5bd527548320bf6d97e86c2_1713960372.png,NARS,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
9,,,Original Moisturizing Lip Balm - 8HR Hydrating Treatment,RM32.00RM16.0050% OFF,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-original-moisturizing-lip-balm-8hr-hydrating-treatment/v/lychee-nourishing-and-softening-tinted,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872189787-Sephora-Collection-Moisturizing-Lip-_7c6a680860ca2fbc37237db15ea1d18611f13bc8_1708924837.png?o=clean,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
10,,,Vitamin Enriched Face Base - Moisturizer and Primer,RM485.00,,[],,,,https://www.sephora.my/products/bobbi-brown-vitamin-enriched-face-base-moisturizer-and-primer/v/100ml,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_716170272214-Bobbi-Brown-Vitamin-Enriched-Face-Bas_28a098280ca377fe80d2329aa1356d80b68e69fa_1724055239.png,Bobbi Brown,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
11,,,Best Skin Ever Matte Powder Foundation,RM98.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-best-skin-ever-matte-powder-foundation/v/04p-light,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872222927-Sephora-Collection-Best-Skin-Ever-Ma_e369ce7f0d8936347751f4c4720591c5499a1905_1732622652.png?o=clean,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
12,,,Airbrush Flawless Mini Setting Spray Kit (Holiday Limited Edition),RM165.00,,[],,,,https://www.sephora.my/products/charlotte-tilbury-airbrush-flawless-mini-setting-spray-kit-holiday-limited-edition/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_5056446653633-Charlotte-Tilbury-Airbrush-Flawless-_166da31939a892d7247eae279702d81ba413838d_1759231152.png,Charlotte Tilbury,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
13,,,Major Headlines Double-Take Creme & Powder Blush,RM190.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/patrick-ta-major-headlines-double-take-creme-and-powder-blush/v/just-enough,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_843628140136-Patrick-Ta-Major-Headlines-Double-Tak_4635e22de2f49036569be13bb0884d7f7bcf0ce0_1711022577.png,Patrick Ta,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
14,,,Kindness Cafe Collector's Set (Holiday Limited Edition),RM240.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/tarte-kindness-cafe-collectors-set-holiday-limited-edition/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_197689041421-Tarte-Kindness-Cafe-Collectors-Makeup_681efa3ac4639084b1cd68a1a1c110549270f4c6_1759307073.png,tarte,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
15,,,Easy Bake Loose Powder Mini,RM125.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/huda-beauty-easy-bake-loose-powder-mini/v/banana-bread,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_6294018406549-Huda-Beauty-Easy-Bake-Loose-Powder-M_47e51db030b1b001741c42a40c1451149f665ef8_1751022366.png,Huda Beauty,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
16,,,Original Best Skin Ever Perfect Natural Finish Longwear Foundation,RM95.00RM66.5030% OFF,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-original-best-skin-ever-perfect-natural-finish-longwear-foundation/v/34-dot-5-n,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872167990-Sephora-Collection-Best-Skin-Ever-Pe_6f008bac0c43cd24aff52ff78e3400ffacabf8c0_1708924137.png?o=clean,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
17,,,Airbrush Flawless Setting Spray,RM280.00,,[],,,,https://www.sephora.my/products/charlotte-tilbury-airbrush-flawless-setting-spray/v/200ml,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_5056446624091-Charlotte-Tilbury-Airbrush-Flawless-_ed3ef74e9629319908c5af6a53c7bb7924067d6c_1724057044.png,Charlotte Tilbury,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
18,,,Rouge Is Not My Name Matte Lipstick,RM64.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-rouge-is-not-my-name-matte-lipstick/v/02-too-good-to-be-true,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872223894-Sephora-Collection-Rouge-Is-Not-My-N_4d823c72ca2e2bdf015285fb4d42fbfd493880db_1708924498.png?o=clean,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
19,,,Blush Is Life Mini Trio (Holiday Limited-Edition),RM140.00,,[],,,,https://www.sephora.my/products/kosas-blush-is-life-mini-trio-holiday-limited-edition/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_810021898322-Kosas-Blush-Is-Life-Mini-Trio-Holiday_2665563bb707ad064330aafa4b4d541b03feec93_1758085912.png?o=clean,Kosas,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
20,,,Award Winners Duo (Holiday Limited Edition),RM139.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/tarte-award-winners-duo-holiday-limited-edition/v/16n-fair-light-neutral,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_197689046365-tarte-Award-Winners-Duo-Holiday-Limit_11b478ca77df18d1877b9ad12c7aebf3b65a8d2f_1759230393.png,tarte,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
21,,,8H Colorful Lip Liner,RM46.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-8h-colorful-lip-liner/v/01-pink-frosting,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872252009-Sephora-Collection-8H-Colorful-Lip-L_1558a3ee0a95d56b9654e13ba3cd3aba2401ebd9_1744978156.png,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
22,,,Outrageous Plump Lip Gloss,RM67.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-outrageous-plump-lip-gloss/v/01-universal-volume,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872136996-Sephora-Collection-Outrageous-Plump-_50d4da46463cff765da3537169dd238d60ec22d1_1708922386.png?o=clean,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
23,,,12H Retractable Waterproof Eyeliner,RM60.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-12h-retractable-waterproof-eyeliner/v/01-matte-black,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_2_Product_3378872179610-Sephora-Collection-Waterproof-12H-Re_60b47b2c2aafdd5fd3d995ebb5d3377d98217fe9_1724055838.png?o=clean,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
24,,,Glossy Lip Duo (Holiday Limited Edition),RM110.00,,[],,,,https://www.sephora.my/products/charlotte-tilbury-glossy-lip-duo-holiday-limited-edition/v/pillow-talk,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_5056446655323-Charlotte-Tilbury-Glossy-Lip-Duo-Hol_52917b0ed8964b3fe4fb82e2401c871e60137944_1759231039.png,Charlotte Tilbury,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
25,,,Velvet Lips Mini Lip Velvet Duo (Holiday Limited Edition),RM136.00,,"[""NEW | Only at Sephora""]",,,,https://www.sephora.my/products/anastasia-beverly-hills-velvet-lips-mini-lip-velvet-duo-holiday-limited-edition/v/pure-hollywood-plus-kiss,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304870627-Anastasia-Beverly-Hills-Velvet-Lips-M_d1553a8411251d606e7fad1f0a84ab0f08ee0d81_1760352200.png,Anastasia Beverly Hills,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
26,,,Easy Bake Loose Powder,RM210.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/huda-beauty-setting-powder/v/banana-bread,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_6291106032284-Huda-Beauty-Easy-Bake-Loose-Powder-B_6bb87f3a2b4ca4bbeb19ad9f8fb742b0844c0fa1_1747828581.png,Huda Beauty,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
27,,,Original Best Skin Ever High Coverage Concealer,RM75.00RM52.5030% OFF,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-original-best-skin-ever-high-coverage-concealer/v/t40,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872168362-Sephora-Collection-Best-Skin-Ever-Hi_cd7cecab6a0aac4c2049f71b7ae49bf1dccd603e_1708924223.png?o=clean,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
28,,,Nail Polish,RM27.00RM13.5050% OFF,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-nail-polish/v/803-warm-tan,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872231363-Sephora-Collection-Nail-Polish-803-W_515503a3da705f74bd6b099fd048e5b81767f832_1709293337.png?o=clean,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
29,,,Matte & Satin Velvet Lipstick,RM129.00RM103.2020% OFF,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/anastasia-beverly-hills-matte-and-satin-velvet-lipstick/v/american-doll-matte,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304186834-Anastasia-Beverly-Hills-Matte-Satin-Velvet-Lipstick-American-Doll_22d486da8ba5faacc8c795271b8489ade63de76b_1649876250.png,Anastasia Beverly Hills,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
30,,,Soft Pinch Liquid Blush,RM135.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/rare-beauty-soft-pinch-liquid-blush/v/believe,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_840122904943-Rare-Beauty-Soft-Pinch-Liquid-Blush-Believe_a4b49f939fba9156f4323b85594598e3d3d71fc0_1640617036.png,Rare Beauty,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
31,,,Nano Lip Liner,RM34.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-nano-lip-liner/v/03-classic-red,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_8970_SephoraCollection_WEB_af2b9d23b12e9cc347ed948433fc5e06cde428aa_1523791380.png?o=clean,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
32,,,Glam Essentials Must-Haves Set,RM145.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/tarte-glam-essentials-must-haves-set/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_197689039589-tarte-Glam-Essentials-Must-Haves-Set-_9c198c58b397dfb854738fbbd52386169d7d90df_1742299564.png,tarte,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
33,,,Unseen Sunscreen SPF 50,RM195.00,,[],,,,https://www.sephora.my/products/supergoop-unseen-sunscreen-spf-50/v/50ml,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_816218028817-Supergoop-Unseen-Sunscreen-SPF-50-50m_9233e503364edf9f08724c801c8688355d25cd72_1740570444.png,Supergoop!,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
34,,,Organic Cotton Pads,RM15.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-organic-cotton-pads/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872140184-Sephora-Collection-Organic-Cotton-Pads-_95fe9e59b00c509565eda6f56ed4a07c1836eb79_1566293521.png,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
35,,,Soft Pinch Dewy Liquid Blush Mini (Limited Edition),RM80.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/rare-beauty-soft-pinch-dewy-liquid-blush-mini-limited-edition/v/grateful,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_840122901669-Rare-Beauty-Soft-Pinch-Dewy-Liquid-Bl_a152be40c320bf376908cccc2c35cf7935fa688a_1713269038.png,Rare Beauty,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
36,,,Glaze Craze Tinted Lip Serum,RM85.00,,[],,,,https://www.sephora.my/products/laneige-glaze-craze-tinted-lip-serum/v/cinnamon-sugar,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_8809925177444-Laneige-Glaze-Craze-Tinted-Lip-Serum_4a6181cf9d683fb8ee3086237340515d2ae1f365_1743666288.png,LANEIGE,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
37,,,Radiant Creamy Concealer,RM145.00,,[],,,,https://www.sephora.my/products/nars-radiant-creamy-concealer/v/cafe-con-leche,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_607845012252-NARS-Radiant-Creamy-Concealer-Cafe-Co_53dbdcc3b60b356c03b7746a0704b32378301177_1710849733.png,NARS,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
38,,,Spice Eyeshadow Palette Mini,RM165.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/anastasia-beverly-hills-spice-eyeshadow-palette-mini/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304199810-Anastasia-Beverly-Hills-Spice-Eyeshad_287f0d01b81d32e46576a52bca38fc59a82868ff_1727697207.png,Anastasia Beverly Hills,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
39,,,Lip Liner,RM118.00RM94.4020% OFF,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/anastasia-beverly-hills-lip-liner/v/amethyst,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304333153-Anastasia-Beverly-Hills-Lip-Liner-Ame_6507b2fcb8e89ff3976ed5f7c8dc870e152e88ec_1756724063.png,Anastasia Beverly Hills,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
